stem,label,rgb_path,ms_path,hs_path
Other_hyper_21,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_21.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_21.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_21.tif
Other_hyper_23,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_23.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_23.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_23.tif
Other_hyper_24,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_24.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_24.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_24.tif
Other_hyper_25,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_25.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_25.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_25.tif
Other_hyper_27,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_27.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_27.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_27.tif
Other_hyper_28,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_28.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_28.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_28.tif
Other_hyper_29,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_29.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_29.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_29.tif
Other_hyper_3,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_3.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_3.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_3.tif
Other_hyper_30,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_30.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_30.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_30.tif
Other_hyper_32,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_32.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_32.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_32.tif
Other_hyper_33,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_33.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_33.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_33.tif
Other_hyper_34,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_34.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_34.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_34.tif
Other_hyper_35,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_35.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_35.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_35.tif
Other_hyper_36,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_36.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_36.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_36.tif
Other_hyper_37,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_37.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_37.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_37.tif
Other_hyper_38,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_38.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_38.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_38.tif
Other_hyper_39,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_39.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_39.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_39.tif
Other_hyper_4,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_4.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_4.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_4.tif
Other_hyper_40,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_40.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_40.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_40.tif
Other_hyper_41,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_41.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_41.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_41.tif
Other_hyper_42,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_42.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_42.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_42.tif
Other_hyper_43,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_43.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_43.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_43.tif
Other_hyper_44,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_44.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_44.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_44.tif
Other_hyper_45,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_45.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_45.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_45.tif
Other_hyper_46,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_46.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_46.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_46.tif
Other_hyper_47,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_47.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_47.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_47.tif
Other_hyper_48,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_48.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_48.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_48.tif
Other_hyper_49,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_49.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_49.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_49.tif
Other_hyper_5,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_5.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_5.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_5.tif
Other_hyper_51,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_51.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_51.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_51.tif
Other_hyper_52,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_52.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_52.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_52.tif
Other_hyper_53,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_53.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_53.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_53.tif
Other_hyper_54,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_54.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_54.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_54.tif
Other_hyper_55,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_55.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_55.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_55.tif
Other_hyper_56,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_56.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_56.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_56.tif
Other_hyper_57,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_57.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_57.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_57.tif
Other_hyper_58,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_58.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_58.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_58.tif
Other_hyper_59,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_59.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_59.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_59.tif
Other_hyper_6,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_6.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_6.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_6.tif
Other_hyper_60,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_60.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_60.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_60.tif
Other_hyper_61,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_61.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_61.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_61.tif
Other_hyper_62,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_62.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_62.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_62.tif
Other_hyper_63,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_63.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_63.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_63.tif
Other_hyper_65,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_65.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_65.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_65.tif
Other_hyper_66,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_66.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_66.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_66.tif
Other_hyper_67,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_67.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_67.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_67.tif
Other_hyper_68,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_68.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_68.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_68.tif
Other_hyper_69,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_69.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_69.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_69.tif
Other_hyper_7,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_7.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_7.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_7.tif
Other_hyper_70,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_70.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_70.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_70.tif
Other_hyper_71,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_71.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_71.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_71.tif
Other_hyper_72,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_72.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_72.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_72.tif
Other_hyper_73,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_73.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_73.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_73.tif
Other_hyper_74,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_74.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_74.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_74.tif
Other_hyper_75,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_75.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_75.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_75.tif
Other_hyper_76,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_76.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_76.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_76.tif
Other_hyper_77,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_77.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_77.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_77.tif
Other_hyper_78,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_78.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_78.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_78.tif
Other_hyper_79,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_79.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_79.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_79.tif
Other_hyper_8,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_8.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_8.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_8.tif
Other_hyper_80,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_80.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_80.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_80.tif
Other_hyper_81,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_81.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_81.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_81.tif
Other_hyper_82,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_82.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_82.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_82.tif
Other_hyper_83,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_83.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_83.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_83.tif
Other_hyper_84,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_84.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_84.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_84.tif
Other_hyper_85,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_85.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_85.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_85.tif
Other_hyper_86,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_86.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_86.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_86.tif
Other_hyper_87,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_87.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_87.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_87.tif
Other_hyper_88,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_88.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_88.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_88.tif
Other_hyper_89,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_89.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_89.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_89.tif
Other_hyper_9,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_9.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_9.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_9.tif
Other_hyper_90,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_90.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_90.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_90.tif
Other_hyper_91,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_91.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_91.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_91.tif
Other_hyper_92,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_92.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_92.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_92.tif
Other_hyper_93,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_93.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_93.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_93.tif
Other_hyper_94,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_94.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_94.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_94.tif
Other_hyper_95,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_95.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_95.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_95.tif
Other_hyper_96,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_96.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_96.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_96.tif
Other_hyper_97,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_97.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_97.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_97.tif
Other_hyper_98,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_98.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_98.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_98.tif
Other_hyper_99,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_99.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_99.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_99.tif
Rust_hyper_1,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_1.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_1.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_1.tif
Rust_hyper_10,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_10.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_10.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_10.tif
Rust_hyper_100,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_100.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_100.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_100.tif
Rust_hyper_101,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_101.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_101.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_101.tif
Rust_hyper_102,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_102.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_102.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_102.tif
Rust_hyper_103,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_103.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_103.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_103.tif
Rust_hyper_104,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_104.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_104.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_104.tif
Rust_hyper_105,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_105.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_105.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_105.tif
Rust_hyper_106,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_106.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_106.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_106.tif
Rust_hyper_107,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_107.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_107.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_107.tif
Rust_hyper_108,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_108.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_108.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_108.tif
Rust_hyper_109,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_109.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_109.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_109.tif
Rust_hyper_11,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_11.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_11.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_11.tif
Rust_hyper_110,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_110.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_110.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_110.tif
Rust_hyper_111,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_111.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_111.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_111.tif
Rust_hyper_112,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_112.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_112.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_112.tif
Rust_hyper_113,Rust,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Rust_hyper_113.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Rust_hyper_113.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Rust_hyper_113.tif
